organ_label,organ_id,anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,svg file of single 2DFTU,exist_asctb,type,REF/1,REF/1/DOI,REF/1/NOTES,Inset #,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_1,kidney outer medulla collecting duct intercalated cell,CL:1000717,http://purl.obolibrary.org/obo/CL_1000717,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_2,kidney outer medulla collecting duct intercalated cell,CL:1000717,http://purl.obolibrary.org/obo/CL_1000717,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_3,kidney outer medulla collecting duct intercalated cell,CL:1000717,http://purl.obolibrary.org/obo/CL_1000717,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_4,kidney outer medulla collecting duct intercalated cell,CL:1000717,http://purl.obolibrary.org/obo/CL_1000717,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_5,kidney outer medulla collecting duct intercalated cell,CL:1000717,http://purl.obolibrary.org/obo/CL_1000717,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_1,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_2,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_3,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_4,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_5,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_6,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_7,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_8,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_9,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Outer_Medullary_Collecting_Duct_Principal_Cell_10,kidney outer medulla collecting duct principal cell,CL:1000716,http://purl.obolibrary.org/obo/CL_1000716,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUOuterMedullaryCollectingDuct,#2DRefObjects,Endothelium_Peritubular_Capillary,peritubular capillary endothelial cell,CL:1001033,http://purl.obolibrary.org/obo/CL_1001033,kidney_outer_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_1,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_2,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_3,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_4,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_5,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_6,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_7,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_8,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_9,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_10,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_11,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_12,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_13,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Inner_Medullary_collecting_Duct_14,kidney inner medulla collecting duct,CL:1000718,http://purl.obolibrary.org/obo/CL_1000718,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUInnerMedullaryCollectingDuct,#2DRefObjects,Endothelium_Peritubular_Capillary,peritubular capillary endothelial cell,CL:1001033,http://purl.obolibrary.org/obo/CL_1001033,kidney_inner_medullary_collecting_duct_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Thick_Ascending_Limb_Cell_1,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,http://purl.obolibrary.org/obo/CL_1001106,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Thick_Ascending_Limb_Cell_2,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,http://purl.obolibrary.org/obo/CL_1001106,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Thick_Ascending_Limb_Cell_3,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,http://purl.obolibrary.org/obo/CL_1001106,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Thick_Ascending_Limb_Cell_4,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,http://purl.obolibrary.org/obo/CL_1001106,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Thick_Ascending_Limb_Cell_5,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,http://purl.obolibrary.org/obo/CL_1001106,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Thick_Ascending_Limb_Cell_6,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,http://purl.obolibrary.org/obo/CL_1001106,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Thick_Ascending_Limb_Cell_7,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,http://purl.obolibrary.org/obo/CL_1001106,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Thick_Ascending_Limb_Cell_8,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,http://purl.obolibrary.org/obo/CL_1001106,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Thick_Ascending_Limb_Cell_9,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,http://purl.obolibrary.org/obo/CL_1001106,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUThickAscendingLimb,#2DRefObjects,Endothelium_Peritubular_Capillary,peritubular capillary endothelial cell,CL:1001033,http://purl.obolibrary.org/obo/CL_1001033,kidney_thick_ascending_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUDescendingThinLimb,#2DRefObjects,Descending_Thin_Limb_Cell_1,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,http://purl.obolibrary.org/obo/CL_1001111,kidney_descending_thin_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUDescendingThinLimb,#2DRefObjects,Descending_Thin_Limb_Cell_2,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,http://purl.obolibrary.org/obo/CL_1001111,kidney_descending_thin_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUDescendingThinLimb,#2DRefObjects,Descending_Thin_Limb_Cell_3,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,http://purl.obolibrary.org/obo/CL_1001111,kidney_descending_thin_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUDescendingThinLimb,#2DRefObjects,Descending_Vasa_Recta,vasa recta descending limb cell,CL:1001285,http://purl.obolibrary.org/obo/CL_1001285,kidney_descending_thin_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUAscendingThinLimb,#2DRefObjects,Ascending_Thin_Limb_Cell_1,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,http://purl.obolibrary.org/obo/CL_1001107,kidney_ascending_thin_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUAscendingThinLimb,#2DRefObjects,Ascending_Thin_Limb_Cell_2,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,http://purl.obolibrary.org/obo/CL_1001107,kidney_ascending_thin_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUAscendingThinLimb,#2DRefObjects,Ascending_Thin_Limb_Cell_3,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,http://purl.obolibrary.org/obo/CL_1001107,kidney_ascending_thin_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Kidney,UBERON:0002113,#FTUAscendingThinLimb,#2DRefObjects,Ascending_Vasa_Recta,vasa recta ascending limb cell,CL:1001131,http://purl.obolibrary.org/obo/CL_1001131,kidney_ascending_thin_loop_of_henle_kidney,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_1,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_2,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_3,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_4,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_5,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_6,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_7,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_8,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_9,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_10,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_11,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_12,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,skin_dermal_papilla_skin,1,CT,,,,,,,,,,,,,,,,,,,,
