organ_label,organ_id,anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,svg file of single 2DFTU,exist_asctb,type,REF/1,REF/1/DOI,REF/1/NOTES,Inset #,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell_130,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell_131,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell_132,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell_133,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell_134,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell_135,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell_136,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_18,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_19,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_20,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_21,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_22,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_23,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_24,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_25,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_26,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_27,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_28,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_29,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_30,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_31,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_32,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_33,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_34,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_35,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_36,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_37,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_38,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_39,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_40,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_41,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_42,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_43,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_44,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_45,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_46,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_47,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_48,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_49,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_50,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_51,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_52,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell_53,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Tuft_Cell_1,intestinal tuft cell,CL:0019032,http://purl.obolibrary.org/obo/CL_0019032,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Tuft_Cell_2,intestinal tuft cell,CL:0019032,http://purl.obolibrary.org/obo/CL_0019032,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Tuft_Cell_3,intestinal tuft cell,CL:0019032,http://purl.obolibrary.org/obo/CL_0019032,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Tuft_Cell_4,intestinal tuft cell,CL:0019032,http://purl.obolibrary.org/obo/CL_0019032,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#LargeIntestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Tuft_Cell_5,intestinal tuft cell,CL:0019032,http://purl.obolibrary.org/obo/CL_0019032,crypt_lieberkuhn_large_intestine,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_1,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_2,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_3,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_4,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_5,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_6,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_7,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_8,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_9,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_10,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_11,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_12,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_13,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_14,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_15,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Centroacinar_Cell_1,pancreatic centro-acinar cell,CL:0002080,http://purl.obolibrary.org/obo/CL_0002080,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Centroacinar_Cell_2,pancreatic centro-acinar cell,CL:0002080,http://purl.obolibrary.org/obo/CL_0002080,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_16,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_17,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_18,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_19,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_20,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_21,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_22,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_23,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_24,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Ductal_Epithelial_Cell_25,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,intercalated_duct,intercalated duct of pancreas,UBERON:0014726,http://purl.obolibrary.org/obo/UBERON_0014726,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUIntercalatedDuct,#2DRefObjects,Pancreatic_Acinar_Cell,Pancreatic acinus,UBERON:0001263,http://purl.obolibrary.org/obo/UBERON_0001263,intercalated_duct_1,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_1,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_2,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_3,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_4,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_5,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_6,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_7,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_8,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_9,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_10,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_11,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_12,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_13,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Ductal_Epithelial_Cell_14,epithelial cell of exocrine pancreas,CL:1001433,http://purl.obolibrary.org/obo/CL_1001433,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Pancreatic_Acinar_Cell_1,pancreatic acinar cell,CL:0002064,http://purl.obolibrary.org/obo/CL_0002064,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Pancreatic_Acinar_Cell_2,pancreatic acinar cell,CL:0002064,http://purl.obolibrary.org/obo/CL_0002064,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Pancreatic_Acinar_Cell_3,pancreatic acinar cell,CL:0002064,http://purl.obolibrary.org/obo/CL_0002064,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Pancreatic_Acinar_Cell_4,pancreatic acinar cell,CL:0002064,http://purl.obolibrary.org/obo/CL_0002064,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Pancreatic_Acinar_Cell_5,pancreatic acinar cell,CL:0002064,http://purl.obolibrary.org/obo/CL_0002064,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Pancreatic_Acinar_Cell_6,pancreatic acinar cell,CL:0002064,http://purl.obolibrary.org/obo/CL_0002064,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Pancreatic_Acinar_Cell_7,pancreatic acinar cell,CL:0002064,http://purl.obolibrary.org/obo/CL_0002064,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Pancreatic_Acinar_Cell_8,pancreatic acinar cell,CL:0002064,http://purl.obolibrary.org/obo/CL_0002064,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Pancreatic_Acinar_Cell_9,pancreatic acinar cell,CL:0002064,http://purl.obolibrary.org/obo/CL_0002064,pancreatic_acinus,1,CT,,,,,,,,,,,,,,,,,,,,
#Pancreas,UBERON:0001264,#FTUAcinus,#2DRefObjects,Intercalated_Duct,intercalated duct of pancreas,UBERON:0014726,http://purl.obolibrary.org/obo/UBERON_0014726,,,,,,,,,,,,,,,,,,,,,,,
