organ,organ_ID,anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,svg file of single 2DFTU,exist_asctb,type,REF/1,REF/1/DOI,REF/1/NOTES,Inset #,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_10,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_11,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_12,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_13,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_14,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_15,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_16,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_17,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_18,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_19,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_20,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_21,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_22,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_23,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_24,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_25,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_26,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_27,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_28,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_29,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_30,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_31,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_32,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_33,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_34,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_35,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_36,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_37,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_38,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Skin_Fibroblast_39,skin fibroblast,CL:0002620,http://purl.obolibrary.org/obo/CL_0002620,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Pericyte_1,pericyte cell,CL:0000669,http://purl.obolibrary.org/obo/CL_0000669,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Pericyte_2,pericyte cell,CL:0000669,http://purl.obolibrary.org/obo/CL_0000669,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Pericyte_3,pericyte cell,CL:0000669,http://purl.obolibrary.org/obo/CL_0000669,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Smooth_Muscle_Cell_1,smooth muscle cell,CL:0000359,http://purl.obolibrary.org/obo/CL_0000359,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Smooth_Muscle_Cell_2,smooth muscle cell,CL:0000359,http://purl.obolibrary.org/obo/CL_0000359,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Smooth_Muscle_Cell_3,smooth muscle cell,CL:0000359,http://purl.obolibrary.org/obo/CL_0000359,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Smooth_Muscle_Cell_4,smooth muscle cell,CL:0000359,http://purl.obolibrary.org/obo/CL_0000359,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Smooth_Muscle_Cell_5,smooth muscle cell,CL:0000359,http://purl.obolibrary.org/obo/CL_0000359,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUDermalPapilla,#2DRefObjects,Smooth_Muscle_Cell_6,smooth muscle cell,CL:0000359,http://purl.obolibrary.org/obo/CL_0000359,dermal_papilla,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Prickle_Cell,prickle cell,CL:0000649,http://purl.obolibrary.org/obo/CL_0000649,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Epidermal_Langerhans_Cell_1,epidermal Langerhans cell,CL:0002457,http://purl.obolibrary.org/obo/CL_0002457,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Epidermal_Langerhans_Cell_2,epidermal Langerhans cell,CL:0002457,http://purl.obolibrary.org/obo/CL_0002457,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Epidermal_Langerhans_Cell_3,epidermal Langerhans cell,CL:0002457,http://purl.obolibrary.org/obo/CL_0002457,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_1,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_2,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_3,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_4,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_5,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_6,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_7,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_8,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_9,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_10,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_11,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_12,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_13,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_14,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_15,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_16,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_17,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_18,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_19,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_20,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_21,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_22,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_23,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_24,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_25,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_26,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_27,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_28,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_29,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_30,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_31,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_32,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_33,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_34,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Basal_Cell_35,basal cell,CL:0000646,http://purl.obolibrary.org/obo/CL_0000646,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Merkel_Cell_1,Merkel cell,CL:0000242,http://purl.obolibrary.org/obo/CL_0000242,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Merkel_Cell_2,Merkel cell,CL:0000242,http://purl.obolibrary.org/obo/CL_0000242,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Melanocyte_1,melanocyte of skin,CL:1000458,http://purl.obolibrary.org/obo/CL_1000458,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Melanocyte_2,melanocyte of skin,CL:1000458,http://purl.obolibrary.org/obo/CL_1000458,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Melanocyte_3,melanocyte of skin,CL:1000458,http://purl.obolibrary.org/obo/CL_1000458,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Skin,UBERON:0002097,#FTUEpidermalRidge,#2DRefObjects,Melanocyte_4,melanocyte of skin,CL:1000458,http://purl.obolibrary.org/obo/CL_1000458,epidermal_ridge,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_1,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,http://purl.obolibrary.org/obo/LMHA_00142,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_2,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_3,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_4,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_5,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_6,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_7,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_8,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_9,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_10,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_11,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_12,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_13,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_14,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_15,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Ciliated_Cell_Of_Terminal_Ciliated_Ducts_16,ciliated cell of terminal ciliated ducts of submucosal glands,LMHA:00142,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_1,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_2,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_3,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_4,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_5,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_6,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_7,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_8,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_9,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_10,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_11,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
#Lung,UBERON:0002048,#FTUBronchialSubmucosalGland,#2DRefObjects,Basal_Cell_Of_Terminal_Ciliated_Ducts_12,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,bronchial_submucosal_gland,1,CT,,,,,,,,,,,,,,,,,,,,
