X,Y,Z,Cell_Type,ONTOLOGY_ID
216.5,517.5,12,Endothelial,1606
408.429,96.4286,13,Endothelial,1607
215.833,103.667,13,Endothelial,1608
541.25,117.25,13,Endothelial,1609
548,127.833,13,Endothelial,1610
551.444,134.556,13,Endothelial,1611
584.333,160.667,13,Endothelial,1612
587.5,165.5,13,Endothelial,1613
589.6,174.4,13,Endothelial,1614
351.333,181.667,13,Endothelial,1615
209.6,187.6,13,Endothelial,1616
209.5,195,13,Endothelial,1617
601.286,197,13,Endothelial,1618
605.5,203,13,Endothelial,1619
161.5,205.5,13,Endothelial,1620
610.333,208.333,13,Endothelial,1621
625.667,225.333,13,Endothelial,1622
639.667,230.333,13,Endothelial,1623
618.667,244.333,13,Endothelial,1624
254.667,254.333,13,Endothelial,1625
626.667,254.333,13,Endothelial,1626
240,259,13,Endothelial,1627
136.333,260.667,13,Endothelial,1628
617.2,262.4,13,Endothelial,1629
625,261,13,Endothelial,1630
507.375,267.625,13,Endothelial,1631
762.2,284.2,13,Endothelial,1632
303.667,305.667,13,Endothelial,1633
776.667,310.667,13,Endothelial,1634
189.286,353.143,13,Endothelial,1635
314.5,361.5,13,Endothelial,1636
784.5,364.5,13,Endothelial,1637
769.75,371.25,13,Endothelial,1638
772,382.8,13,Endothelial,1639
461,391,13,Endothelial,1640
279.667,396.556,13,Endothelial,1641
458.2,401.8,13,Endothelial,1642
376.333,412.333,13,Endothelial,1643
707.429,418.571,13,Endothelial,1644
711.2,419.8,13,Endothelial,1645
358.667,421.667,13,Endothelial,1646
481.5,421.5,13,Endothelial,1647
489.333,423.667,13,Endothelial,1648
692,423.25,13,Endothelial,1649
343.5,424.5,13,Endothelial,1650
482.6,424.8,13,Endothelial,1651
586.2,426.4,13,Endothelial,1652
494.667,427.333,13,Endothelial,1653
352.667,428.333,13,Endothelial,1654
544.2,430,13,Endothelial,1655
497.667,430.333,13,Endothelial,1656
732.667,430.333,13,Endothelial,1657
738,431.545,13,Endothelial,1658
743.333,431.333,13,Endothelial,1659
748.9,436.3,13,Endothelial,1660
503,435.5,13,Endothelial,1661
590.667,439.667,13,Endothelial,1662
551.667,440.333,13,Endothelial,1663
218.5,442.5,13,Endothelial,1664
553,445.5,13,Endothelial,1665
663,445.556,13,Endothelial,1666
508.333,445.667,13,Endothelial,1667
513.667,445.333,13,Endothelial,1668
731,449.167,13,Endothelial,1669
516.5,449.8,13,Endothelial,1670
366.5,451.5,13,Endothelial,1671
554,452.5,13,Endothelial,1672
559,452,13,Endothelial,1673
667.5,454,13,Endothelial,1674
724.846,456.615,13,Endothelial,1675
452.75,458.75,13,Endothelial,1676
558,462,13,Endothelial,1677
592,463.5,13,Endothelial,1678
554,465,13,Endothelial,1679
706,465.75,13,Endothelial,1680
583.8,469.933,13,Endothelial,1681
553.2,474.8,13,Endothelial,1682
559,474.5,13,Endothelial,1683
755.833,480.667,13,Endothelial,1684
616.5,483,13,Endothelial,1685
570.5,484.5,13,Endothelial,1686
320.667,486.667,13,Endothelial,1687
594,488.091,13,Endothelial,1688
730,488.2,13,Endothelial,1689
212.667,490.778,13,Endothelial,1690
561,490,13,Endothelial,1691
598.167,491.75,13,Endothelial,1692
593.889,493.778,13,Endothelial,1693
217.5,493.5,13,Endothelial,1694
804.375,496.875,13,Endothelial,1695
218.636,497.909,13,Endothelial,1696
598.5,497,13,Endothelial,1697
659.318,503.227,13,Endothelial,1698
596.333,500.667,13,Endothelial,1699
598.5,502.714,13,Endothelial,1700
570.333,506.667,13,Endothelial,1701
782,507,13,Endothelial,1702
572.5,509.5,13,Endothelial,1703
660.5,515.5,13,Endothelial,1704
219.667,518.333,13,Endothelial,1705
491,105.5,14,Endothelial,1706
481.5,107.5,14,Endothelial,1707
574,109,14,Endothelial,1708
564.333,124.333,14,Endothelial,1709
485.571,132.286,14,Endothelial,1710
222.333,150.333,14,Endothelial,1711
220.5,152.5,14,Endothelial,1712
156.333,160.667,14,Endothelial,1713
365,165.5,14,Endothelial,1714
173,166.5,14,Endothelial,1715
689.333,193.667,14,Endothelial,1716
158.5,203.5,14,Endothelial,1717
147.667,206.667,14,Endothelial,1718
151.333,210.333,14,Endothelial,1719
273,226,14,Endothelial,1720
269,230.25,14,Endothelial,1721
136.667,231.667,14,Endothelial,1722
264.5,234.5,14,Endothelial,1723
333.25,239.25,14,Endothelial,1724
334.2,254.4,14,Endothelial,1725
149.5,261,14,Endothelial,1726
148.222,265.556,14,Endothelial,1727
197.667,267.333,14,Endothelial,1728
513.75,276,14,Endothelial,1729
638.8,284.6,14,Endothelial,1730
127.333,301.333,14,Endothelial,1731
268.667,318.333,14,Endothelial,1732
792,320.833,14,Endothelial,1733
200.8,323.6,14,Endothelial,1734
278.667,324.333,14,Endothelial,1735
286.5,355.5,14,Endothelial,1736
450.333,359.667,14,Endothelial,1737
254.5,371.5,14,Endothelial,1738
263.333,373.667,14,Endothelial,1739
738.5,379,14,Endothelial,1740
359.667,381.667,14,Endothelial,1741
708.8,387.2,14,Endothelial,1742
594,401,14,Endothelial,1743
351.333,408.333,14,Endothelial,1744
446,416.5,14,Endothelial,1745
524.667,416.333,14,Endothelial,1746
522.8,418.6,14,Endothelial,1747
532.667,426.333,14,Endothelial,1748
437.5,430.5,14,Endothelial,1749
436.75,437.125,14,Endothelial,1750
762.857,439.5,14,Endothelial,1751
656,439.5,14,Endothelial,1752
503,439.25,14,Endothelial,1753
564.5,439.5,14,Endothelial,1754
714,441,14,Endothelial,1755
752.6,441.2,14,Endothelial,1756
541.667,442.667,14,Endothelial,1757
539.667,444.667,14,Endothelial,1758
749,444.833,14,Endothelial,1759
684.333,447.333,14,Endothelial,1760
575.5,453.5,14,Endothelial,1761
539.5,455.5,14,Endothelial,1762
192.667,456.333,14,Endothelial,1763
561.333,456.333,14,Endothelial,1764
573.286,456.714,14,Endothelial,1765
199.667,461.667,14,Endothelial,1766
311,475.5,14,Endothelial,1767
713,475.5,14,Endothelial,1768
575.6,492.8,14,Endothelial,1769
207.333,493.667,14,Endothelial,1770
544,498.5,14,Endothelial,1771
573.625,501.125,14,Endothelial,1772
577.208,510.5,14,Endothelial,1773
570.833,509.833,14,Endothelial,1774
572.75,514,14,Endothelial,1775
575.667,515.667,14,Endothelial,1776
468.5,136.5,17,Endothelial,1777
771,299,17,Endothelial,1778
573,504,17,Endothelial,1779
360.333,88.3333,18,Endothelial,1780
363.5,97.5,18,Endothelial,1781
372.5,99.5,18,Endothelial,1782
383.667,101.333,18,Endothelial,1783
378.778,107.222,18,Endothelial,1784
437.5,107.5,18,Endothelial,1785
461.727,114.545,18,Endothelial,1786
494.5,117,18,Endothelial,1787
91.5,118.5,18,Endothelial,1788
95,120.167,18,Endothelial,1789
506.5,125,18,Endothelial,1790
502,127.5,18,Endothelial,1791
368.5,129,18,Endothelial,1792
496.167,130.333,18,Endothelial,1793
370,132.5,18,Endothelial,1794
523,132,18,Endothelial,1795
591.333,133.667,18,Endothelial,1796
470,136.5,18,Endothelial,1797
591,139.5,18,Endothelial,1798
504.333,142.667,18,Endothelial,1799
608.5,146.5,18,Endothelial,1800
508,147,18,Endothelial,1801
129,161.25,18,Endothelial,1802
125.667,163.667,18,Endothelial,1803
131.333,183.667,18,Endothelial,1804
524.5,206.5,18,Endothelial,1805
422.5,218.5,18,Endothelial,1806
519.4,234.6,18,Endothelial,1807
516.3,238,18,Endothelial,1808
176.5,239,18,Endothelial,1809
187.667,241.333,18,Endothelial,1810
180.667,242.333,18,Endothelial,1811
522,245.5,18,Endothelial,1812
626,250.167,18,Endothelial,1813
647,259,18,Endothelial,1814
94.3333,260.333,18,Endothelial,1815
407.833,264.167,18,Endothelial,1816
533.333,267.667,18,Endothelial,1817
411,270.5,18,Endothelial,1818
111.917,274.333,18,Endothelial,1819
98.3333,273.667,18,Endothelial,1820
705.5,281.5,18,Endothelial,1821
193.333,284.333,18,Endothelial,1822
701.286,285.143,18,Endothelial,1823
198.5,286.5,18,Endothelial,1824
203,291.5,18,Endothelial,1825
175.538,327,18,Endothelial,1826
167.8,329.6,18,Endothelial,1827
109.167,335.083,18,Endothelial,1828
668.667,338.667,18,Endothelial,1829
632.143,346.81,18,Endothelial,1830
713.556,347.111,18,Endothelial,1831
348.5,349.5,18,Endothelial,1832
357.333,351.667,18,Endothelial,1833
349.167,353.167,18,Endothelial,1834
597,352.4,18,Endothelial,1835
352,360.4,18,Endothelial,1836
354,363,18,Endothelial,1837
765,366,18,Endothelial,1838
626.5,368.5,18,Endothelial,1839
163,369,18,Endothelial,1840
637.5,369.5,18,Endothelial,1841
767,372,18,Endothelial,1842
181.667,377.333,18,Endothelial,1843
601.333,379.667,18,Endothelial,1844
590.6,388.4,18,Endothelial,1845
653.333,390.667,18,Endothelial,1846
700.5,396.5,18,Endothelial,1847
695.5,397.5,18,Endothelial,1848
483.333,398.333,18,Endothelial,1849
421,404,18,Endothelial,1850
425,405.25,18,Endothelial,1851
636.571,406.286,18,Endothelial,1852
428.2,406.8,18,Endothelial,1853
357,408,18,Endothelial,1854
419.6,408.2,18,Endothelial,1855
583.5,408,18,Endothelial,1856
600.667,410.333,18,Endothelial,1857
531.25,414,18,Endothelial,1858
552,417.5,18,Endothelial,1859
354.333,417.333,18,Endothelial,1860
478.333,418.667,18,Endothelial,1861
440.333,420.667,18,Endothelial,1862
457.5,425,18,Endothelial,1863
464.8,430.2,18,Endothelial,1864
444.667,433.667,18,Endothelial,1865
481.5,433.667,18,Endothelial,1866
440.714,435.714,18,Endothelial,1867
443.333,437.333,18,Endothelial,1868
469.091,442.455,18,Endothelial,1869
439.5,444.5,18,Endothelial,1870
463.833,445,18,Endothelial,1871
353.25,446.25,18,Endothelial,1872
457.8,450.6,18,Endothelial,1873
557.286,450.429,18,Endothelial,1874
563.333,452.333,18,Endothelial,1875
114.5,457,18,Endothelial,1876
120,461,18,Endothelial,1877
382.667,462.333,18,Endothelial,1878
480,466,18,Endothelial,1879
497.5,469.5,18,Endothelial,1880
235.667,477.667,18,Endothelial,1881
479.6,490.6,18,Endothelial,1882
478.333,493.667,18,Endothelial,1883
428,82,19,Endothelial,1884
209.667,93.3333,19,Endothelial,1885
266.333,93.6667,19,Endothelial,1886
414.667,95.6667,19,Endothelial,1887
264.667,104.667,19,Endothelial,1888
558.2,111,19,Endothelial,1889
492,113.8,19,Endothelial,1890
647,116.75,19,Endothelial,1891
566.375,122.125,19,Endothelial,1892
574.5,125,19,Endothelial,1893
581.333,129.333,19,Endothelial,1894
571.5,132,19,Endothelial,1895
477.333,141.333,19,Endothelial,1896
479.667,142.667,19,Endothelial,1897
641.2,145,19,Endothelial,1898
167.5,148,19,Endothelial,1899
624.875,158.375,19,Endothelial,1900
587.5,159.5,19,Endothelial,1901
226.75,164.25,19,Endothelial,1902
356.5,175.5,19,Endothelial,1903
352.714,177.143,19,Endothelial,1904
171,185,19,Endothelial,1905
168.5,188.5,19,Endothelial,1906
613.6,211.2,19,Endothelial,1907
645.2,214,19,Endothelial,1908
631.333,221.333,19,Endothelial,1909
145.667,246.667,19,Endothelial,1910
621,247,19,Endothelial,1911
181.6,269.8,19,Endothelial,1912
757.667,282.167,19,Endothelial,1913
510,285,19,Endothelial,1914
511.6,288.8,19,Endothelial,1915
643.5,288.5,19,Endothelial,1916
772.667,307.333,19,Endothelial,1917
280.333,320.667,19,Endothelial,1918
290.333,321.333,19,Endothelial,1919
302.667,324.167,19,Endothelial,1920
272.5,326,19,Endothelial,1921
275.667,327.667,19,Endothelial,1922
259.333,331.333,19,Endothelial,1923
217.5,340.5,19,Endothelial,1924
276.333,352.667,19,Endothelial,1925
277.333,360.667,19,Endothelial,1926
774.25,368.25,19,Endothelial,1927
777,370,19,Endothelial,1928
449,373.5,19,Endothelial,1929
747.667,379.333,19,Endothelial,1930
285,383,19,Endothelial,1931
754.5,382.5,19,Endothelial,1932
701.333,407.667,19,Endothelial,1933
324.667,408.333,19,Endothelial,1934
588.5,423.5,19,Endothelial,1935
587,427.2,19,Endothelial,1936
354.5,427.5,19,Endothelial,1937
349.667,428.333,19,Endothelial,1938
512,429,19,Endothelial,1939
520.333,431.333,19,Endothelial,1940
461,437.5,19,Endothelial,1941
636.786,437.429,19,Endothelial,1942
523.5,439.5,19,Endothelial,1943
218.2,443.8,19,Endothelial,1944
653.667,448.333,19,Endothelial,1945
535.667,449.333,19,Endothelial,1946
533.333,450.667,19,Endothelial,1947
533.5,453.5,19,Endothelial,1948
553.5,453.5,19,Endothelial,1949
575.6,454.4,19,Endothelial,1950
487.667,455.333,19,Endothelial,1951
538.5,460,19,Endothelial,1952
560.5,461,19,Endothelial,1953
532,466.5,19,Endothelial,1954
559,475.5,19,Endothelial,1955
467.5,478.5,19,Endothelial,1956
545.75,480.125,19,Endothelial,1957
548.333,481.667,19,Endothelial,1958
521.75,484,19,Endothelial,1959
481,484,19,Endothelial,1960
320.5,487.5,19,Endothelial,1961
523,487,19,Endothelial,1962
515,491,19,Endothelial,1963
517,493,19,Endothelial,1964
478.5,495.5,19,Endothelial,1965
327.667,505.667,19,Endothelial,1966
568.917,515.167,19,Endothelial,1967
445.667,88.6667,20,Endothelial,1968
395,98,20,Endothelial,1969
219.333,101.667,20,Endothelial,1970
534.6,102.2,20,Endothelial,1971
541.5,105,20,Endothelial,1972
473.4,115.8,20,Endothelial,1973
545.625,121.25,20,Endothelial,1974
243.5,125.5,20,Endothelial,1975
334.833,178.333,20,Endothelial,1976
626.286,191,20,Endothelial,1977
636,193.5,20,Endothelial,1978
205.5,197.5,20,Endothelial,1979
613,198.167,20,Endothelial,1980
153.6,199.4,20,Endothelial,1981
615.2,202.6,20,Endothelial,1982
101,213,20,Endothelial,1983
607.25,238,20,Endothelial,1984
496,263,20,Endothelial,1985
755.667,264.667,20,Endothelial,1986
498.667,270.333,20,Endothelial,1987
778.667,270.333,20,Endothelial,1988
264.667,317.667,20,Endothelial,1989
262.667,319.667,20,Endothelial,1990
261.25,322.25,20,Endothelial,1991
247.5,322.5,20,Endothelial,1992
273.667,322.333,20,Endothelial,1993
242.167,335,20,Endothelial,1994
226.5,338.5,20,Endothelial,1995
245.5,338.5,20,Endothelial,1996
182,342.5,20,Endothelial,1997
266.667,346.333,20,Endothelial,1998
333.667,347.333,20,Endothelial,1999
438.5,360,20,Endothelial,2000
347,384,20,Endothelial,2001
679.364,387.818,20,Endothelial,2002
498.25,393.375,20,Endothelial,2003
511.667,396.333,20,Endothelial,2004
502.667,399.333,20,Endothelial,2005
446.667,404.667,20,Endothelial,2006
515,406.5,20,Endothelial,2007
522,409,20,Endothelial,2008
461.5,412,20,Endothelial,2009
563.333,412.833,20,Endothelial,2010
520,414,20,Endothelial,2011
523.75,414,20,Endothelial,2012
539.667,415.667,20,Endothelial,2013
525.333,420.833,20,Endothelial,2014
543.667,436.667,20,Endothelial,2015
538.231,439.154,20,Endothelial,2016
571,438,20,Endothelial,2017
532,442.5,20,Endothelial,2018
179,451,20,Endothelial,2019
462.444,459.556,20,Endothelial,2020
200.333,466.667,20,Endothelial,2021
553.667,471.926,20,Endothelial,2022
556.5,477.5,20,Endothelial,2023
554.733,481.933,20,Endothelial,2024
554,488,20,Endothelial,2025
689.5,343.5,21,Endothelial,2026
472.667,315.333,22,Endothelial,2027
352.667,74.6667,23,Endothelial,2028
281.5,81.5,23,Endothelial,2029
360.667,84.3333,23,Endothelial,2030
129.667,99.6667,23,Endothelial,2031
445.5,102.5,23,Endothelial,2032
448,104,23,Endothelial,2033
452.5,106.875,23,Endothelial,2034
456.667,109.833,23,Endothelial,2035
459.333,111.333,23,Endothelial,2036
455.4,113.2,23,Endothelial,2037
368,121,23,Endothelial,2038
461.5,127.5,23,Endothelial,2039
364.8,130.2,23,Endothelial,2040
460.667,133.167,23,Endothelial,2041
231.5,163.5,23,Endothelial,2042
230.667,168.333,23,Endothelial,2043
513.5,174.5,23,Endothelial,2044
526.667,206.333,23,Endothelial,2045
617,206.5,23,Endothelial,2046
516,213,23,Endothelial,2047
523,219.2,23,Endothelial,2048
521.667,221.333,23,Endothelial,2049
507.5,226.5,23,Endothelial,2050
502.5,228,23,Endothelial,2051
200.6,230.2,23,Endothelial,2052
157.5,232.5,23,Endothelial,2053
134.5,241,23,Endothelial,2054
507.667,241.333,23,Endothelial,2055
631.667,271.667,23,Endothelial,2056
395.167,278,23,Endothelial,2057
728,295,23,Endothelial,2058
158.5,295.5,23,Endothelial,2059
669.5,307.5,23,Endothelial,2060
183.571,314.571,23,Endothelial,2061
152.5,319.5,23,Endothelial,2062
193.5,320.5,23,Endothelial,2063
144.4,328.8,23,Endothelial,2064
109.333,332.333,23,Endothelial,2065
145.5,355.5,23,Endothelial,2066
664.2,374.4,23,Endothelial,2067
656.5,375.5,23,Endothelial,2068
333.5,384.5,23,Endothelial,2069
724.5,385,23,Endothelial,2070
331.667,390.333,23,Endothelial,2071
598.5,390.5,23,Endothelial,2072
188.333,396.667,23,Endothelial,2073
332,410,23,Endothelial,2074
585.2,417.8,23,Endothelial,2075
480.667,420.333,23,Endothelial,2076
236,424.25,23,Endothelial,2077
231.5,425.5,23,Endothelial,2078
238.333,425.333,23,Endothelial,2079
390.25,428,23,Endothelial,2080
590.5,430,23,Endothelial,2081
325.333,431.333,23,Endothelial,2082
589.5,432.5,23,Endothelial,2083
352.667,438.333,23,Endothelial,2084
401.75,442,23,Endothelial,2085
351.333,445.333,23,Endothelial,2086
404.667,445.667,23,Endothelial,2087
407.5,447.833,23,Endothelial,2088
543.833,454.667,23,Endothelial,2089
413.5,460.5,23,Endothelial,2090
410.333,468.667,23,Endothelial,2091
442,471.5,23,Endothelial,2092
416.333,485.667,23,Endothelial,2093
422.783,488.304,23,Endothelial,2094
459.333,486.667,23,Endothelial,2095
351.5,503.5,23,Endothelial,2096
448.2,518.2,23,Endothelial,2097
451.667,519.333,23,Endothelial,2098
96.3277,82.0405,1,P53,2099
163.479,276.308,1,P53,2100
183.728,350.384,1,P53,2101
91.3846,421.308,1,P53,2102
473.537,86.1019,2,P53,2103
91.9804,78.9804,4,P53,2104
260.722,74.9286,4,P53,2105
242.688,175.433,4,P53,2106
463.336,175.172,4,P53,2107
272.783,215.535,4,P53,2108
509.714,232.652,4,P53,2109
556.197,241.559,4,P53,2110
163.73,256.057,4,P53,2111
569.111,264.34,4,P53,2112
179.032,273.04,4,P53,2113
182.824,330.418,4,P53,2114
92.55,297.525,4,P53,2115
513.471,325.725,4,P53,2116
109.07,335.391,4,P53,2117
150.42,333.546,4,P53,2118
163.451,340.514,4,P53,2119
132.425,343.208,4,P53,2120
160.393,362.553,4,P53,2121
586.731,358.414,4,P53,2122
128.278,373.208,4,P53,2123
584.027,388.271,4,P53,2124
371.058,395.142,4,P53,2125
480.851,397.119,4,P53,2126
570.759,405.814,4,P53,2127
180.549,409.868,4,P53,2128
228.151,415.18,4,P53,2129
451.126,421.744,4,P53,2130
477.674,423.791,4,P53,2131
236.972,431,4,P53,2132
514.686,434.393,4,P53,2133
646.077,455.55,4,P53,2134
217.594,440.906,4,P53,2135
241.777,446.926,4,P53,2136
486.697,472.055,4,P53,2137
585.319,478.167,4,P53,2138
443.992,490.602,4,P53,2139
423.671,503.374,4,P53,2140
175.119,516.988,4,P53,2141
211.091,517.273,4,P53,2142
150.74,517.616,4,P53,2143
229.357,519.5,4,P53,2144
255.5,520,4,P53,2145
123.979,190.085,6,P53,2146
97.1377,82.082,9,P53,2147
151.056,338.574,9,P53,2148
154.781,394.741,9,P53,2149
338.007,426.892,9,P53,2150
412.027,440.765,9,P53,2151
487.712,441.816,9,P53,2152
558.446,445.719,9,P53,2153
110,89.5,0,KI67,2154
110.19,102.952,0,KI67,2155
120.435,303.391,0,KI67,2156
133.412,302.647,0,KI67,2157
99,306.5,0,KI67,2158
228.421,307.895,0,KI67,2159
189.483,316.586,0,KI67,2160
175.2,323.4,0,KI67,2161
133.18,331.033,0,KI67,2162
180.675,333.425,0,KI67,2163
247.76,332.76,0,KI67,2164
91,333.5,0,KI67,2165
122.151,348.836,0,KI67,2166
232.611,348.222,0,KI67,2167
190.359,354.487,0,KI67,2168
132.118,378.471,0,KI67,2169
142.87,384.826,0,KI67,2170
149.5,385.5,0,KI67,2171
177.174,387.13,0,KI67,2172
160.5,388.5,0,KI67,2173
96.8889,77.9444,1,KI67,2174
92.4348,84.6087,1,KI67,2175
91,91.5,1,KI67,2176
102.615,236.962,1,KI67,2177
166.037,239.407,1,KI67,2178
148.5,241.5,1,KI67,2179
133.043,249.13,1,KI67,2180
92.5,253.5,1,KI67,2181
200,254,1,KI67,2182
208.663,260.625,1,KI67,2183
116.019,259.868,1,KI67,2184
135.083,259.083,1,KI67,2185
104.818,263.409,1,KI67,2186
160.549,267.902,1,KI67,2187
117.389,266.778,1,KI67,2188
173.791,274.224,1,KI67,2189
207.407,279.948,1,KI67,2190
165.5,275.5,1,KI67,2191
167.125,282.025,1,KI67,2192
228.479,284.354,1,KI67,2193
184.533,292.133,1,KI67,2194
223.026,290.846,1,KI67,2195
156.823,305.064,1,KI67,2196
196.262,309.402,1,KI67,2197
228.435,299.609,1,KI67,2198
131.85,309.35,1,KI67,2199
226.509,316.981,1,KI67,2200
207.5,322,1,KI67,2201
183.069,348.586,1,KI67,2202
208.278,85,2,KI67,2203
183.407,109.963,2,KI67,2204
198.444,109.926,2,KI67,2205
177.457,115.229,2,KI67,2206
173.043,125.087,2,KI67,2207
220.5,125,2,KI67,2208
166.957,142.022,2,KI67,2209
308.5,155,2,KI67,2210
158.793,159.034,2,KI67,2211
149.45,170.2,2,KI67,2212
141.25,176.75,2,KI67,2213
280.273,177.864,2,KI67,2214
120.647,205.559,2,KI67,2215
239.857,204.929,2,KI67,2216
113.5,250.5,2,KI67,2217
113.439,266.463,2,KI67,2218
266.52,274.92,2,KI67,2219
112.391,281.435,2,KI67,2220
229.5,282.5,2,KI67,2221
189.606,288.061,2,KI67,2222
259.81,288.952,2,KI67,2223
244,289.5,2,KI67,2224
234.5,293.5,2,KI67,2225
303.706,299.912,2,KI67,2226
178.5,300.5,2,KI67,2227
156.048,302.238,2,KI67,2228
208.105,305.579,2,KI67,2229
308.565,314.565,2,KI67,2230
229,316.5,2,KI67,2231
259.182,318,2,KI67,2232
265.579,322.895,2,KI67,2233
297.061,323.303,2,KI67,2234
313.375,325.062,2,KI67,2235
194.1,324.6,2,KI67,2236
271.939,325.333,2,KI67,2237
257.429,325.81,2,KI67,2238
194,330.8,2,KI67,2239
262.605,333.421,2,KI67,2240
313.111,333.278,2,KI67,2241
287.676,347.926,2,KI67,2242
352.882,343.529,2,KI67,2243
258.213,352.307,2,KI67,2244
331.326,353.326,2,KI67,2245
240.5,356.5,2,KI67,2246
296.791,359.698,2,KI67,2247
309.5,365.5,2,KI67,2248
307.5,371,2,KI67,2249
294.256,392.992,2,KI67,2250
283.233,392.4,2,KI67,2251
155.083,405.083,2,KI67,2252
186.435,417.435,2,KI67,2253
340,432.5,2,KI67,2254
172.286,466.643,2,KI67,2255
155.81,298.048,3,KI67,2256
181.211,305.947,3,KI67,2257
137,307.5,3,KI67,2258
225.25,310.15,3,KI67,2259
126.143,311.571,3,KI67,2260
159.222,311.389,3,KI67,2261
92,314,3,KI67,2262
224.318,318.045,3,KI67,2263
116.727,319.136,3,KI67,2264
239.5,319,3,KI67,2265
210.625,324.958,3,KI67,2266
106.278,335.506,3,KI67,2267
228.175,335.14,3,KI67,2268
165.829,331.371,3,KI67,2269
184.292,338.011,3,KI67,2270
172.273,338.636,3,KI67,2271
248.381,344.952,3,KI67,2272
183.381,355.262,3,KI67,2273
253.227,353.818,3,KI67,2274
109.045,355.091,3,KI67,2275
217.732,359.951,3,KI67,2276
216.707,368.834,3,KI67,2277
177.026,364.688,3,KI67,2278
121.727,365.409,3,KI67,2279
236.45,366.05,3,KI67,2280
147.653,373.05,3,KI67,2281
214.029,405.153,3,KI67,2282
202.263,400.684,3,KI67,2283
91.25,458.5,3,KI67,2284
92.4118,468.294,3,KI67,2285
104.222,493.389,3,KI67,2286
110.429,504.612,3,KI67,2287
166.093,307.023,4,KI67,2288
128.431,307.392,4,KI67,2289
112.895,314.132,4,KI67,2290
209,315.5,4,KI67,2291
105.917,317.917,4,KI67,2292
221.692,323.654,4,KI67,2293
94.7222,328.444,4,KI67,2294
149.833,334.262,4,KI67,2295
211.744,339.165,4,KI67,2296
91.5,335.5,4,KI67,2297
166.542,344.477,4,KI67,2298
149.864,340.727,4,KI67,2299
155.727,344.409,4,KI67,2300
227.57,352.342,4,KI67,2301
158.71,364.047,4,KI67,2302
198.016,371.705,4,KI67,2303
224.345,376.381,4,KI67,2304
100.759,369.103,4,KI67,2305
147.889,371.222,4,KI67,2306
212.5,371,4,KI67,2307
122.346,377.215,4,KI67,2308
139,376,4,KI67,2309
188.131,411.978,4,KI67,2310
569.875,440.208,4,KI67,2311
605.13,442.522,4,KI67,2312
576.5,446.5,4,KI67,2313
684.829,463.415,4,KI67,2314
111.826,220.13,6,KI67,2315
120.727,301.727,6,KI67,2316
136.414,301.931,6,KI67,2317
107.679,303.893,6,KI67,2318
154.457,304.674,6,KI67,2319
94.1053,307.553,6,KI67,2320
202,319.5,6,KI67,2321
206.5,323.5,6,KI67,2322
154.95,334.45,6,KI67,2323
147.8,341.629,6,KI67,2324
162,341.5,6,KI67,2325
139.77,354.336,6,KI67,2326
172.5,350,6,KI67,2327
227.062,350.938,6,KI67,2328
185.654,359.692,6,KI67,2329
214.5,361.5,6,KI67,2330
203.357,365.143,6,KI67,2331
91.2,367.8,6,KI67,2332
216.627,369.627,6,KI67,2333
171.613,387.413,6,KI67,2334
697.174,384.87,6,KI67,2335
196.331,394.753,6,KI67,2336
152.593,390.926,6,KI67,2337
162,391.5,6,KI67,2338
171.541,400.946,6,KI67,2339
186.83,402.298,6,KI67,2340
677.704,437.778,6,KI67,2341
135.579,83.1053,7,KI67,2342
119.435,203.391,7,KI67,2343
128.815,287.407,7,KI67,2344
119.5,288,7,KI67,2345
103.412,290.647,7,KI67,2346
140.5,292,7,KI67,2347
98.3889,292.778,7,KI67,2348
124.5,293,7,KI67,2349
185.96,298.64,7,KI67,2350
144.324,327.845,7,KI67,2351
126.969,341.379,7,KI67,2352
206.036,331.464,7,KI67,2353
207.333,345.222,7,KI67,2354
181.701,350.463,7,KI67,2355
93.8696,349.826,7,KI67,2356
169.864,360.727,7,KI67,2357
148.588,378.353,7,KI67,2358
175.095,389.305,7,KI67,2359
533.435,392.391,7,KI67,2360
163.565,394.609,7,KI67,2361
148.579,395.105,7,KI67,2362
661.083,404.083,7,KI67,2363
119.5,432,7,KI67,2364
412.5,432.5,7,KI67,2365
372.588,468.353,7,KI67,2366
327.412,474.647,7,KI67,2367
457.5,179,8,KI67,2368
327.833,200.333,8,KI67,2369
131.464,283.893,8,KI67,2370
118.857,282.357,8,KI67,2371
101.97,285.424,8,KI67,2372
140.971,287.4,8,KI67,2373
125,288,8,KI67,2374
183.412,296.647,8,KI67,2375
141.432,321.054,8,KI67,2376
205.75,330.656,8,KI67,2377
127.761,342.109,8,KI67,2378
206.389,345.667,8,KI67,2379
182.653,350.847,8,KI67,2380
97,347,8,KI67,2381
660.5,372,8,KI67,2382
125.087,380.522,8,KI67,2383
170.5,381.5,8,KI67,2384
119.5,383,8,KI67,2385
147.743,388.629,8,KI67,2386
176.086,394.396,8,KI67,2387
587.474,395.632,8,KI67,2388
657.81,395.048,8,KI67,2389
661,442,8,KI67,2390
423.069,444.586,8,KI67,2391
570.667,450.5,8,KI67,2392
338.074,481.407,8,KI67,2393
93.069,85.5862,9,KI67,2394
124,309,9,KI67,2395
100.755,311.528,9,KI67,2396
136.434,314.224,9,KI67,2397
148.444,315.889,9,KI67,2398
192.024,324.512,9,KI67,2399
